Ciudad,Bodega,Código,Nombre,Cantidad,P.Ult.Comp,Costo Lista,Tipo,Línea
P. Arenas                ,B1  ,8880870                        ,CARP BUHO C/ELASTICO OFICIO BEATONE,54,2150,2150,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,8884795                        ,LIBRO FUT BUHO 24HJS,5,1665,3255,DE SALIDA,LIBRERÍA                                
LS - Barrio Industrial   ,B14,1110068                        ,PEG HENKEL COLA FRIA MADERA  225GR,7,1304,1347,SOLO SALA,FERRETERÍA                              
LS - Barrio Industrial   ,B14,1300286                        ,BOLSA BASURA VTX PRO TRANSPARENTE 70X90 10UN,5,1105,1178,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,1300619                        ,BOLSA BASURA VIRUTEX 80X110 AMARILLAX10,18,1024,1378,DESCONTINU,ASEO                                    
LS - Barrio Industrial   ,B14,1300651                        ,LIMPIADOR WC VIRUTEX TASA CANASTO LAVANDA,17,513,566,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,1300654                        ,PAÑO ESPONJA VIRUTEX PRO X6 AMARILLO,5,1408,1408,BLOQUEO-L,ASEO                                    
LS - Barrio Industrial   ,B14,1301073                        ,DESODORANTE AMBIENTAL TREMEX  BAMBU 5 LTS,5,6719,6719,STOCK,ASEO                                    
P. Arenas                ,B1  ,1300294                        ,TRAPERO DESINFECTANTE VIRUTEX C/OJAL 10U LIMO,71,1645,1645,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1300420                        ,TRAPERO VIRUTEX ULTRA ABSORBENTE C/OJAL40X40,48,1012,1012,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1300588                        ,TAPA ABATIBLE DURABIN 40L B/GRIS,2,5500,0,DESCONTINUADO,ASEO                                    
P. Arenas                ,B1  ,1300763                        ,DETERGENTE POLVO ARIEL MATIC 400GR,10,1627.5714,0,COMPRA LOC          ,ASEO                                    
P. Arenas                ,B1  ,1300840                        ,ESCOBILLON VIRUTEX FIBRA SUAVE COLOR AZUL,24,1646,1646,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1301222                        ,TOALLA DE PAPEL ELITE ECOLOGICA H/S 250M 2UN,304,6700,6700,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301265                        ,ALCOHOL GEL VIRUTEX 1LT,18,0,2349,DESCONTINUADO,ASEO                                    
P. Arenas                ,B1  ,1301321                        ,ALCOHOL ARENS COBRE PLUS 70% 200ML,3,1500,1500,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,1301325                        ,TOALLITAS HUMEDAS BABYSEC PREMIUM 45UN,225,1252.1,927,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301333                        ,ABRILLANTADOR VIRGINIA P.FLOTANTES F.ROJO 900,20,2437,2437,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,1301334                        ,PALA VIRUTEX CON BANDA Y MANGO CLASICO,10,1523,2284,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,1301383                        ,ALCOHOL DESINFECTANTE DIFEM 70% 1 LT,2,2711,2684,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301410                        ,PAÑAL COTIDIAN PANTS ULTRAPROTECT MX16,6,3270,3270,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,1301422                        ,GUANTE AMARILLO VIRUTEX CONVENIENTE TALLA M,70,799,799,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1301439                        ,TOALLA JUMBO TECNOROLL H/S 250M 2UN,4,6450,6450,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301553                        ,DESODORANTE AMB GLADE AUTO MANZ/CANE APARA,3,7644,7644,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1301702                        ,TOALLA DE PAPEL INTER TORK D/H 200M,208,1510,0,STOCK,ASEO                                    
P. Arenas                ,B1  ,1306145                        ,ABRILLANTADOR VIRGINIA PISO FLOTANTE 900ML,59,2436.6,2437,STOCK,ASEO                                    
P. Arenas                ,B1  ,1804060                        ,(MICA GOFRADA DIAZOL OFICIO HUMO),100,71,69.5,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,2000029                        ,CARP RHEIN COLGANTE SLIDE,1,322,414.7,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2000061                        ,CARP RHEIN OFICIO CARTULINA ROJA,26,148.8,148.8,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2000830                        ,ANOTADOR RHEIN SIMPLE VINILICO,3,1906.45,1906.45,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2006421                        ,SILICONA LIQUIDA TORRE 30ML,1,401,385,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2220351                        ,ARCH TORRE OFICIO ANGOSTO BURDEO 515H,9,1839,1840,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2220591                        ,BL APUNTE COLON CARTA 7MM 80HJ,30,1085,1085,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2220853                        ,CARP BUHO COLGANTE ART 25,1,155,235,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,2221260                        ,CLIP TORRE 1KG PUNTA REDONDA,52,3395,3395,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2221455                        ,(CARP TORRE PLASTIC FILE CARTA AZUL),2,443,615,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,2221878                        ,C.U. TORRE CLASICO LISO CROQUIS 100HJ,41,1273,1005,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2222065                        ,C.U. RHEIN ONE COLOR 7MM 100HJ,1,745,1550,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2223912                        ,CARPETA TORRE PAPEL CREPE 6PL/6COL,12,907,905,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2223915                        ,CARPETA TORRE PAÑOLENCI 6PL/6COL,15,1370,1370,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2228748                        ,CARPETA BUHO CON ELASTICO CELESTE,9,680,680,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,3003629                        ,RPTO PILOT G-1 0.7 AZUL,3,382,610,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,3003721                        ,RPTO PILOT G-1 0.5 AZUL,23,743,610,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,3004140                        ,LA.PORTAMINA PILOT 0.5 SUPER GRIP NEGRO,47,1397,1216,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,7276251                        ,MAQUINA PRESTOBARBA GILLETTE 2 HOJAS,4,445,445,DESCONTINU,ASEO                                    
P. Montt                 ,B1  ,7276613                        ,HIERBA SUPREMO MENTA 20UN,14,606,600,STOCK,ALIMENTOS                               
P. Montt                 ,B1  ,7290492                        ,PILA DURACELL AUDITIVA 312 BLISTER 6UN,10,1498,1604,STOCK,FERRETERÍA                              
P. Montt                 ,B1  ,7290499                        ,PILA MAXELL AAA ALCALINA LR03BP6 6UN,6,1300,1300,STOCK,FERRETERÍA                              
P. Montt                 ,B1  ,7290512                        ,CARGADOR UNIVERSAL ENERGIZER AA/AAA/C/D/9V,4,21294,0,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,7770330                        ,LA.PORTAMINA ISOFIT 0.5 2005,126,686,686,QUIEBRE-C,LIBRERÍA                                
P. Montt                 ,B1  ,7772522                        ,GOMA EVA PROARTE 20X30CM CELESTE PQ 10 UND,5,924,924,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,7772640                        ,MARCADOR PROARTE PERMANENTE PTA REDONDA AZUL,7,246,246,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,7774616                        ,MARCADOR ISOFIT PERMANENTE PTA BISELADA VERDE,27,224,224,DE SALIDA,LIBRERÍA                                
P. Montt                 ,B1  ,7775841                        ,PIZARRA MAGNETICA PROARTE 35.6X28CM,4,2544,2544,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,8250112                        ,ARCH WILSON 385 CARTA 2ANILLOX1,48,1775,1775,STOCK,LIBRERÍA                                
P. Montt                 ,B1  ,8600271                        ,LECHE LONCOLECHE SEMIDESC CHOCOLATE 200CC,90,340,340,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8600322                        ,MERMELADA REGIMEL FRUTILLA 200GR,11,741.8,894,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8601218                        ,AGUA VIVO PERA 190ML,10,140,140,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8601745                        ,ACEITE MIRAFLORES VEGETAL 900CC,3,1550,1550,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8601812                        ,LECHE EN POLVO LONCOLECHE SEMIDESC. 760GR,20,3725.8,4203,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8605414                        ,AGUA MINERAL VITAL S/GAS 600CC,92,641,499,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8606200                        ,FIDEO CAROZZI SPAGHETTI  Nº5 1KG,1,1250,1100,QUIEBRE-L,ALIMENTOS                               
P. Montt                 ,B1  ,8606243                        ,FIDEO CAROZZI SPAGHETTI Nº5 400GR,2,485,485,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8615671                        ,GALLETA MCKAY TRITON VAINILLA 116 GR,21,521.1,521,A PEDIDO,ALIMENTOS                               
P. Montt                 ,B1  ,8884770                        ,LIBRO DIARIO BUHO 50HJS,1,1891,4230,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,1112041                        ,TINTA P/TAMPON METALICO AZUL 50ML,18,623,0,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,1114901                        ,REGLA HAND PLASTICA BISELADA 50CM,1,259,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,1118563                        ,TINTA TAMPON HAND ROJA 24CC,10,241,199.44,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,1300039                        ,DESODORANTE AMB AROM LLUVIA FLORES 360 CC 225 GR,89,969,992,STOCK,ASEO                                    
P. Arenas                ,B1  ,1300252                        ,PAPELERO DURABLE ESQUINERO SILVER 15LT,2,32000,30900,DESCONTINUADO,ASEO                                    
P. Arenas                ,B1  ,1300293                        ,PAÑO MULTIUSO VIRUTEX ULTRA PRO 38X38 3UND,192,932,932,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1300374                        ,BOLSA BASURA VTX PRO BIOROLLO 120X130 5U,64,2005,2005,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1300649                        ,LIMPIADOR DESINFECTANTE VIRUTEX CÍTRICO  4000 ML,3,3306,3307,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1300884                        ,GUANTES NITRILO VIRUTEX T/M 100UN,2,5975.03,4235,DESCONTINUADO,ASEO                                    
P. Arenas                ,B1  ,1301071                        ,CERA LÍQUIDA TREMEX AUTOBRILLO ROJA 900CC,70,1399,1399,DESCONTINUADO,ASEO                                    
P. Arenas                ,B1  ,1301105                        ,PAÑO ELITE MAXWIPE MAX 60 BOBINA 300M 890UN,1,23599.9333,23600,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301149                        ,BOLSA BASURA VTX BIOROLLO 80X120 10U,380,1094,1094,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1301172                        ,JABÓN LIQUIDO ELITE MANZANA 5LT,2,4050,4150,STOCK,ASEO                                    
P. Arenas                ,B1  ,1301268                        ,LAVALOZA IMPEKE LIMON 750 ML,38,874.4166,903,BLOQUEO-L,ASEO                                    
P. Arenas                ,B1  ,1301656                        ,ALCOHOL GEL TREMEX 5 LTS,15,11199,11199,DE SALIDA,ASEO                                    
P. Arenas                ,B1  ,1302543                        ,DISPENSADOR VIRGINIA DE JABON 1LT,9,6387,6572,STOCK,ASEO                                    
P. Arenas                ,B1  ,1800027                        ,GUILLOTINA DIAZOL PALANCA OFFITRIM 1518 457MM,1,25900,25900,A PEDIDO,LIBRERÍA                                
P. Arenas                ,B1  ,1801531                        ,OPALINA HILADA DIAZOL CARTA 200GR MAYONNAISE,1,52,57.52,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,1808028                        ,TARJETA DIAZOL HILADA SOBRE CARTA BLANCA 225G,900,17,0,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,2000246                        ,"ARCH RHEIN PRESENT A-4 2ANILLO 2,0 BLANCO",1,1611,7538,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2000272                        ,"ARCH RHEIN PRESENT CARTA 3ANILLO 3,0 BLANCO",2,2594,8233,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2004024                        ,MARCADOR STABILO PERMANENTE PTA REDONDA ROJO,2,278,0,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2006127                        ,CAJA ARCHIVO RHEIN CUATRO ARCHIVADORES,9,1186,1928.4,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2006128                        ,CAJA ARCHIVO RHEIN AMERICANA 260X301X403,7,3269,2439,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2220332                        ,ARCH TORRE TOP OFICIO AZUL OSCURO 518H,13,2583,2585,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2221220                        ,TURNO MATIC ROLLO BOLETO ENUMERADO ROJO,16,1750,1750,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2221253                        ,CLIP TORRE 33MM PUNTA TRIANGULAR,5,250,250,QUIEBRE-C,LIBRERÍA                                
P. Arenas                ,B1  ,2221865                        ,C.U. TORRE CLASICO LISO 5MM 100HJ,27,1004,1005,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2222101                        ,C.DOBLEZ COLON LISO 7MM 40HJ,6,291,325,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,2222145                        ,CARP TORRE PLASTIC FILE OFICIO ROJO,54,495,645,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,2223116                        ,FORRO TORRE COLLEGE NARANJA,15,405,250,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,2223188                        ,C.U. TORRE CLASICO CIUDAD 7MM 100HJ,13,910,910,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2223917                        ,"GLITTER GLUE TORRE 5 COLORES 10,5ML",4,653,755,DESCONTINUADO,LIBRERÍA                                
P. Arenas                ,B1  ,2225675                        ,(PAPEL MANTEQUILLA 80X100 40GR),36,86.596,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,2226401                        ,PERFORADOR TORRE T-138 NEGRO,3,9590,9590,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2228020                        ,SOBRE JORDAN SACO EXTRA OFICIO KRAFT 70GR,1224,69.29,82.49,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,2342122                        ,CARP PLASTIFICADA S/ACCO NEGRA,2,126,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,2342812                        ,FORRO UNIVERSITARIO MASTER TRANSPARENTE,489,69,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,3003551                        ,CORCHETERA BOSTITCH B440 NEGRA METAL,45,4295,7030,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,3004221                        ,(TINTA PILOT MARCADOR PERMANENTE ROJA 30CC),28,1162,1789,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,3005268                        ,PEGAMENTO UHU BARRA STICK 8 GR.,1,308,624,SOLO SALA,LIBRERÍA                                
P. Arenas                ,B1  ,3006917                        ,MARCADOR PILOT PIZARRA VERDE,27,1020,1133,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,3202509                        ,REPUESTO TINTA PILOT V BOARD MASTER AZUL,72,684,684,STOCK,LIBRERÍA                                
P. Arenas                ,B1  ,3500118                        ,MARCADOR ARTLINE 770 NEGRO,8,578,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,3508598                        ,TINTA XSTAMPER MICROPOROSO 10ML ROJO,1,1325,0,DE SALIDA,LIBRERÍA                                
P. Arenas                ,B1  ,3508651                        ,TINTA ARTLINE MARCADOR PERMANENTE AZUL 20CC,72,1019,1121,DE SALIDA,LIBRERÍA                                
